"Security Principle ",asb,"asb_id","asset_type","cis_control","cis_control_name","cis_control_name_long","cis_safeguard_id","cis_v8_ids","control_domain",description,ig1,ig2,ig3,"policy_guid",recommendation,relationship,"security_function","security_principal",title
,"DP-4
DP-5","DP-5",Data,3,"Data Protection","03 - Data Protection","3.11","3.11 - Encrypt Sensitive Data at Rest","Data Protection","Encrypt sensitive data at rest on servers, applications, and databases containing sensitive data. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data. ",0,1,1,"1f905d99-2ab7-462c-a6b0-f709acca6c8f","Enable data at rest encryption by default
Use customer-managed key option in data at rest encryption when required","Equivalent
Superset",Protect,"To complement access controls, data at rest should be protected against 'out of band' attacks (such as accessing underlying storage) using encryption. This helps ensure that attackers cannot easily read or modify the data.
When required due to regulatory compliance reason, define the use case and service scope where customer-managed key option is needed. Enable and implement data at rest encryption using customer-managed key in services.


","Encrypt Sensitive Data at Rest"
,"DP-4
DP-5","DP-5",Data,3,"Data Protection","03 - Data Protection","3.11","3.11 - Encrypt Sensitive Data at Rest","Data Protection","Encrypt sensitive data at rest on servers, applications, and databases containing sensitive data. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data. ",0,1,1,"5b9159ae-1701-4a6f-9a7a-aa9c8ddd0580","Enable data at rest encryption by default
Use customer-managed key option in data at rest encryption when required","Equivalent
Superset",Protect,"To complement access controls, data at rest should be protected against 'out of band' attacks (such as accessing underlying storage) using encryption. This helps ensure that attackers cannot easily read or modify the data.
When required due to regulatory compliance reason, define the use case and service scope where customer-managed key option is needed. Enable and implement data at rest encryption using customer-managed key in services.


","Encrypt Sensitive Data at Rest"
,"DP-4
DP-5","DP-5",Data,3,"Data Protection","03 - Data Protection","3.11","3.11 - Encrypt Sensitive Data at Rest","Data Protection","Encrypt sensitive data at rest on servers, applications, and databases containing sensitive data. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data. ",0,1,1,"67121cc7-ff39-4ab8-b7e3-95b84dab487d","Enable data at rest encryption by default
Use customer-managed key option in data at rest encryption when required","Equivalent
Superset",Protect,"To complement access controls, data at rest should be protected against 'out of band' attacks (such as accessing underlying storage) using encryption. This helps ensure that attackers cannot easily read or modify the data.
When required due to regulatory compliance reason, define the use case and service scope where customer-managed key option is needed. Enable and implement data at rest encryption using customer-managed key in services.


","Encrypt Sensitive Data at Rest"
,"DP-4
DP-5","DP-5",Data,3,"Data Protection","03 - Data Protection","3.11","3.11 - Encrypt Sensitive Data at Rest","Data Protection","Encrypt sensitive data at rest on servers, applications, and databases containing sensitive data. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data. ",0,1,1,"6fac406b-40ca-413b-bf8e-0bf964659c25","Enable data at rest encryption by default
Use customer-managed key option in data at rest encryption when required","Equivalent
Superset",Protect,"To complement access controls, data at rest should be protected against 'out of band' attacks (such as accessing underlying storage) using encryption. This helps ensure that attackers cannot easily read or modify the data.
When required due to regulatory compliance reason, define the use case and service scope where customer-managed key option is needed. Enable and implement data at rest encryption using customer-managed key in services.


","Encrypt Sensitive Data at Rest"
,"DP-4
DP-5","DP-5",Data,3,"Data Protection","03 - Data Protection","3.11","3.11 - Encrypt Sensitive Data at Rest","Data Protection","Encrypt sensitive data at rest on servers, applications, and databases containing sensitive data. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data. ",0,1,1,"83cef61d-dbd1-4b20-a4fc-5fbc7da10833","Enable data at rest encryption by default
Use customer-managed key option in data at rest encryption when required","Equivalent
Superset",Protect,"To complement access controls, data at rest should be protected against 'out of band' attacks (such as accessing underlying storage) using encryption. This helps ensure that attackers cannot easily read or modify the data.
When required due to regulatory compliance reason, define the use case and service scope where customer-managed key option is needed. Enable and implement data at rest encryption using customer-managed key in services.


","Encrypt Sensitive Data at Rest"
,"DP-4
DP-5","DP-5",Data,3,"Data Protection","03 - Data Protection","3.11","3.11 - Encrypt Sensitive Data at Rest","Data Protection","Encrypt sensitive data at rest on servers, applications, and databases containing sensitive data. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data. ",0,1,1,"ba769a63-b8cc-4b2d-abf6-ac33c7204be8","Enable data at rest encryption by default
Use customer-managed key option in data at rest encryption when required","Equivalent
Superset",Protect,"To complement access controls, data at rest should be protected against 'out of band' attacks (such as accessing underlying storage) using encryption. This helps ensure that attackers cannot easily read or modify the data.
When required due to regulatory compliance reason, define the use case and service scope where customer-managed key option is needed. Enable and implement data at rest encryption using customer-managed key in services.


","Encrypt Sensitive Data at Rest"
,,"DP-6",,,,,,"N/A","Data Protection",,,,,"152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0","Use a secure key management process",,,,
,,"DP-6",,,,,,"N/A","Data Protection",,,,,"98728c90-32c7-4049-8429-847dc0f4fe37","Use a secure key management process",,,,
,,"DP-7",,,,,,"N/A","Data Protection",,,,,"0a075868-4c26-42ef-914c-5bc007359560","Use a secure certificate management process",,,,
,,"DP-8",,,,,,"N/A","Data Protection",,,,,"0b60c0b2-2dc2-4e1c-b5c9-abbed971de53","Ensure security of key and certificate repository",,,,
,,"DP-8",,,,,,"N/A","Data Protection",,,,,"0e6763cc-5078-4e64-889d-ff4d9a839047","Ensure security of key and certificate repository",,,,
,,"DP-8",,,,,,"N/A","Data Protection",,,,,"1e66c121-a66a-4b1f-9b83-0fd99bf0fc2d","Ensure security of key and certificate repository",,,,
,,"DP-8",,,,,,"N/A","Data Protection",,,,,"55615ac9-af46-4a59-874e-391cc3dfb490","Ensure security of key and certificate repository",,,,
,,"DP-8",,,,,,"N/A","Data Protection",,,,,"5f0bc445-3935-4915-9981-011aa2b46147","Ensure security of key and certificate repository",,,,
,,"DP-8",,,,,,"N/A","Data Protection",,,,,"cf820ca0-f99e-4f3e-84fb-66e913812d21","Ensure security of key and certificate repository",,,,
,"IM-1
IM-9
GS-6
IM-5","IM-1","Users
Network","6
12","Access Control Management
Network Infrastructure Management","06 - Access Control Management
12 - Network Infrastructure Management","6.7
12.5","6.7 - Centralize Access Control
12.5 - Centralize Network Authentication, Authorization, and Auditing (AAA)
","Identity Management","Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.
Centralize network AAA.",0,1,1,"1f314764-cb73-4fc9-b863-8eca98ac36e9","Use centralized identity and authentication system
Secure user access to  existing applications
Define and implement identity and privileged access strategy
Use single sign-on (SSO) for application access","Equivalent
Subset
Superset",Protect,"Use a centralized identity and authentication system to govern organization's identities and authentications for cloud and non-cloud resources. 

In a hybrid environment where you have on-premises applications or non-native cloud applications using legacy authentication, consider solutions such as cloud access security broker (CASB), application proxy, single sign-on (SSO)  to govern the access to these applications for the following benefits:
- Enforce a centralized strong authentication
- Monitor and control risky end-user activities 
- Monitor and remediate risky legacy applications activities
- Detect and prevent sensitive data transmission
N/A

Use single sign-on (SSO) to simplify the user experience for authenticating to resources including applications and data across cloud services and on-premises environments.","Centralize Access Control
Centralize Network Authentication, Authorization, and Auditing (AAA)"
,"IM-1
IM-9
GS-6
IM-5","IM-1","Users
Network","6
12","Access Control Management
Network Infrastructure Management","06 - Access Control Management
12 - Network Infrastructure Management","6.7
12.5","6.7 - Centralize Access Control
12.5 - Centralize Network Authentication, Authorization, and Auditing (AAA)
","Identity Management","Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.
Centralize network AAA.",0,1,1,"b54ed75b-3e1a-44ac-a333-05ba39b99ff0","Use centralized identity and authentication system
Secure user access to  existing applications
Define and implement identity and privileged access strategy
Use single sign-on (SSO) for application access","Equivalent
Subset
Superset",Protect,"Use a centralized identity and authentication system to govern organization's identities and authentications for cloud and non-cloud resources. 

In a hybrid environment where you have on-premises applications or non-native cloud applications using legacy authentication, consider solutions such as cloud access security broker (CASB), application proxy, single sign-on (SSO)  to govern the access to these applications for the following benefits:
- Enforce a centralized strong authentication
- Monitor and control risky end-user activities 
- Monitor and remediate risky legacy applications activities
- Detect and prevent sensitive data transmission
N/A

Use single sign-on (SSO) to simplify the user experience for authenticating to resources including applications and data across cloud services and on-premises environments.","Centralize Access Control
Centralize Network Authentication, Authorization, and Auditing (AAA)"
,"IM-2
PA-1
GS-6","IM-2",Users,"5
6","Account Management
Access Control Management","05 - Account Management
06 - Access Control Management","5.4
6.5","5.4 - Restrict Administrator Privileges to Dedicated Administrator Accounts
6.5 - Require MFA for Administrative Access
","Identity Management","Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.
Require MFA for all administrative access accounts, where supported, on all enterprise assets, whether managed on-site or through a third-party provider.",1,1,1,"N/A","Protect identity and authentication system
Separate and limit highly privileged/administrative users
Define and implement identity and privileged access strategy","Subset
Superset",Protect,"Secure your identity and authentication system as a high priority in your organization's cloud security practice. Common security controls include the follow aspects: 
- Restrict privileged roles and accounts
- Require strong authentication for all privileged access
- Monitor and audit high risk activities
Ensure you are identifying all high business impact accounts in your cloud's control plane, management plane, and data/workload plane. Limit the number of privileged/administrative accounts.

Ensure to assign privileged accounts with different roles based on the job functions and distinguish these privileged accounts from the regular accounts used for non-privileged tasks. 
N/A
","Restrict Administrator Privileges to Dedicated Administrator Accounts
Require MFA for Administrative Access"
,,"IM-3",,,,,,"N/A","Identity Management",,,,,"0da106f2-4ca3-48e8-bc85-c638fe6aea8f","Manage application identities securely and automatically",,,,
,,"IM-3",,,,,,"N/A","Identity Management",,,,,"2b9ad585-36bc-4615-b300-fd4435808332","Manage application identities securely and automatically",,,,
,,"IM-3",,,,,,"N/A","Identity Management",,,,,"6646a0bd-e110-40ca-bb97-84fcee63c414","Manage application identities securely and automatically",,,,
,,"IM-3",,,,,,"N/A","Identity Management",,,,,"c4d441f8-f9d9-4a9e-9cef-e82117cb3eef","Manage application identities securely and automatically",,,,
,,"IM-3",,,,,,"N/A","Identity Management",,,,,"d26f7642-7545-4e18-9b75-8c9bbdee3a9a","Manage application identities securely and automatically",,,,
,,"IM-4",,,,,,"N/A","Identity Management",,,,,"N/A","Authenticate server and services",,,,
,"IM-1
IM-5
IM-9","IM-5",Network,12,"Network Infrastructure Management","12 - Network Infrastructure Management","12.5","12.5 - Centralize Network Authentication, Authorization, and Auditing (AAA)","Identity Management","Centralize network AAA.",0,1,1,"N/A","Use centralized identity and authentication system
Use single sign-on (SSO) for application access
Secure user access to  existing applications","Equivalent
Superset
Subset",Protect,"Use a centralized identity and authentication system to govern organization's identities and authentications for cloud and non-cloud resources. 

Use single sign-on (SSO) to simplify the user experience for authenticating to resources including applications and data across cloud services and on-premises environments.
In a hybrid environment where you have on-premises applications or non-native cloud applications using legacy authentication, consider solutions such as cloud access security broker (CASB), application proxy, single sign-on (SSO)  to govern the access to these applications for the following benefits:
- Enforce a centralized strong authentication
- Monitor and control risky end-user activities 
- Monitor and remediate risky legacy applications activities
- Detect and prevent sensitive data transmission","Centralize Network Authentication, Authorization, and Auditing (AAA)"
,"IM-6
IM-7","IM-6",Users,6,"Access Control Management
Access Control Management","06 - Access Control Management
06 - Access Control Management","6.3
6.4","6.3 - Require MFA for Externally-Exposed Applications
6.4 - Require MFA for Administrative Access","Identity Management","Require all externally-exposed enterprise or third-party applications to enforce MFA, where supported. Enforcing MFA through a directory service or SSO provider is a satisfactory implementation of this Safeguard.
Require MFA for remote network access.",1,1,1,"630c64f9-8b6b-4c64-b511-6544ceff6fd6","Use strong authentication controls
Restrict resource access based on  conditions",Subset,Protect,"Enforce strong authentication controls (strong passwordless authentication or multi-factor authentication) with your centralized identity and authentication management system for all access to resources. Authentication based on password credentials alone is considered legacy as it is insecure and does not stand up to popular attack methods. 

When deploying strong authentication, configure administrators and privileged users first to ensure the highest level of the strong authentication method, quickly followed by rolling out the appropriate strong authentication policy to all users.

Note: If legacy password-based authentication is required for legacy applications and scenarios, ensure password security best practices such as complexity requirements, are followed. 
Explicitly validate trusted signals to allow or deny user access to resources as part of a zero-trust access model. Signals to validate should include strong authentication of user account, behavioral analytics of user account, device trustworthiness, user or group membership, locations and so on.","Require MFA for Externally-Exposed Applications
Require MFA for Remote Network Access"
,"IM-6
IM-7","IM-6",Users,6,"Access Control Management
Access Control Management","06 - Access Control Management
06 - Access Control Management","6.3
6.4","6.3 - Require MFA for Externally-Exposed Applications
6.4 - Require MFA for Administrative Access","Identity Management","Require all externally-exposed enterprise or third-party applications to enforce MFA, where supported. Enforcing MFA through a directory service or SSO provider is a satisfactory implementation of this Safeguard.
Require MFA for remote network access.",1,1,1,"9297c21d-2ed6-4474-b48f-163f75654ce3","Use strong authentication controls
Restrict resource access based on  conditions",Subset,Protect,"Enforce strong authentication controls (strong passwordless authentication or multi-factor authentication) with your centralized identity and authentication management system for all access to resources. Authentication based on password credentials alone is considered legacy as it is insecure and does not stand up to popular attack methods. 

When deploying strong authentication, configure administrators and privileged users first to ensure the highest level of the strong authentication method, quickly followed by rolling out the appropriate strong authentication policy to all users.

Note: If legacy password-based authentication is required for legacy applications and scenarios, ensure password security best practices such as complexity requirements, are followed. 
Explicitly validate trusted signals to allow or deny user access to resources as part of a zero-trust access model. Signals to validate should include strong authentication of user account, behavioral analytics of user account, device trustworthiness, user or group membership, locations and so on.","Require MFA for Externally-Exposed Applications
Require MFA for Remote Network Access"
,"IM-6
IM-7","IM-6",Users,6,"Access Control Management
Access Control Management","06 - Access Control Management
06 - Access Control Management","6.3
6.4","6.3 - Require MFA for Externally-Exposed Applications
6.4 - Require MFA for Administrative Access","Identity Management","Require all externally-exposed enterprise or third-party applications to enforce MFA, where supported. Enforcing MFA through a directory service or SSO provider is a satisfactory implementation of this Safeguard.
Require MFA for remote network access.",1,1,1,"aa633080-8b72-40c4-a2d7-d00c03e80bed","Use strong authentication controls
Restrict resource access based on  conditions",Subset,Protect,"Enforce strong authentication controls (strong passwordless authentication or multi-factor authentication) with your centralized identity and authentication management system for all access to resources. Authentication based on password credentials alone is considered legacy as it is insecure and does not stand up to popular attack methods. 

When deploying strong authentication, configure administrators and privileged users first to ensure the highest level of the strong authentication method, quickly followed by rolling out the appropriate strong authentication policy to all users.

Note: If legacy password-based authentication is required for legacy applications and scenarios, ensure password security best practices such as complexity requirements, are followed. 
Explicitly validate trusted signals to allow or deny user access to resources as part of a zero-trust access model. Signals to validate should include strong authentication of user account, behavioral analytics of user account, device trustworthiness, user or group membership, locations and so on.","Require MFA for Externally-Exposed Applications
Require MFA for Remote Network Access"
,"IM-6
IM-7","IM-6",Users,6,"Access Control Management
Access Control Management","06 - Access Control Management
06 - Access Control Management","6.3
6.4","6.3 - Require MFA for Externally-Exposed Applications
6.4 - Require MFA for Administrative Access","Identity Management","Require all externally-exposed enterprise or third-party applications to enforce MFA, where supported. Enforcing MFA through a directory service or SSO provider is a satisfactory implementation of this Safeguard.
Require MFA for remote network access.",1,1,1,"e3576e28-8b17-4677-84c3-db2990658d64","Use strong authentication controls
Restrict resource access based on  conditions",Subset,Protect,"Enforce strong authentication controls (strong passwordless authentication or multi-factor authentication) with your centralized identity and authentication management system for all access to resources. Authentication based on password credentials alone is considered legacy as it is insecure and does not stand up to popular attack methods. 

When deploying strong authentication, configure administrators and privileged users first to ensure the highest level of the strong authentication method, quickly followed by rolling out the appropriate strong authentication policy to all users.

Note: If legacy password-based authentication is required for legacy applications and scenarios, ensure password security best practices such as complexity requirements, are followed. 
Explicitly validate trusted signals to allow or deny user access to resources as part of a zero-trust access model. Signals to validate should include strong authentication of user account, behavioral analytics of user account, device trustworthiness, user or group membership, locations and so on.","Require MFA for Externally-Exposed Applications
Require MFA for Remote Network Access"
,"IM-7
PA-7
AM-4
IM-6
PA-6","IM-7","Data
Users
Devices","3
6
13","Data Protection
Access Control Management
Network Monitoring and Defense","03 - Data Protection
06 - Access Control Management
13 - Network Monitoring and Defense","3.3
6.4
13.5","3.3 - Configure Data Access Control Lists
6.4 - Require MFA for Administrative Access
13.5 - Manage Access Control for Remote Assets","Identity Management","Configure data access control lists based on a user’s need to know. Apply data access control lists, also known as access permissions, to local and remote file systems, databases, and applications.
Require MFA for remote network access.
Manage access control for assets remotely connecting to enterprise resources. Determine amount of access to enterprise resources based on: up-to-date anti-malware software installed, configuration compliance with the enterprise’s secure configuration process, and ensuring the operating system and applications are up-to-date.	 ","1
0",1,1,"N/A","Restrict resource access based on  conditions
Follow just enough administration (least privilege) principle
Limit access to asset management

Use strong authentication controls
Use privileged access workstations","Subset
Superset",Protect,"Explicitly validate trusted signals to allow or deny user access to resources as part of a zero-trust access model. Signals to validate should include strong authentication of user account, behavioral analytics of user account, device trustworthiness, user or group membership, locations and so on.
Follow the just enough administration (least privilege) principle to manage the permission at fine-grained level. Use features such as role-based access control (RBAC) to manage  resource access through role assignments.
Limit users' access to asset management features such to avoid accidental or malicious modification of the assets in your cloud.
Enforce strong authentication controls (strong passwordless authentication or multi-factor authentication) with your centralized identity and authentication management system for all access to resources. Authentication based on password credentials alone is considered legacy as it is insecure and does not stand up to popular attack methods. 

When deploying strong authentication, configure administrators and privileged users first to ensure the highest level of the strong authentication method, quickly followed by rolling out the appropriate strong authentication policy to all users.

Note: If legacy password-based authentication is required for legacy applications and scenarios, ensure password security best practices such as complexity requirements, are followed. 
Secured, isolated workstations are critically important for the security of sensitive roles like administrator, developer, and critical service operator.  ","Configure Data Access Control Lists
Require MFA for Remote Network Access
Manage Access Control for Remote Assets"
,"IM-8
DS-4
DS-5","IM-8",Applications,16,"Application Software Security
Application Software Security","16 - Application Software Security
16 - Application Software Security","16.9
16.12","16.9 - Train Developers in Application Security Concepts and Secure Coding
16.12 - Implement Code-Level Security Checks
","Identity Management","Ensure that all software development personnel receive training in writing secure code for their specific development environment and responsibilities. Training can include general security principles and application security standard practices. Conduct training at least annually and design in a way to promote security within the development team, and build a culture of security among the developers.
Apply static and dynamic analysis tools within the application life cycle to verify that secure coding practices are being followed.",0,"1
0",1,"N/A","Restrict the exposure of credential and secrets
Integrate static application security testing into DevOps pipeline
Integrate dynamic application security testing into DevOps pipeline","Subset
Superset",Protect,"Ensure that applications developers securely handles credentials and secrets:
- Avoid embedding the credentials and secrets into the code and configuration files
- Use key vault or a secure key store service to store the credentials and secrets
- Scan for credentials in source code. 

Note: This is often governed and enforced through a secure software development lifecycle (SDLC) and DevOps security process
Ensure static application security testing (SAST) are part of the gating controls in the CI/CD workflow. The gating can be set based on the testing results to prevent vulnerable packages from committing into the repository, building into the packages, or deploying into the production.
Ensure dynamic application security testing (DAST) are part of the gating controls in the CI/CD workflow. The gating can be set based on the testing results to prevent vulnerable packages from building into the packages or deploying into the production.","Train Developers in Application Security Concepts and Secure Coding
Implement Code-Level Security Checks"
,"IM-1
IM-9
GS-6
IM-5","IM-9","Users
Network","6
12","Access Control Management
Network Infrastructure Management","06 - Access Control Management
12 - Network Infrastructure Management","6.7
12.5","6.7 - Centralize Access Control
12.5 - Centralize Network Authentication, Authorization, and Auditing (AAA)","Identity Management","Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.
Centralize network AAA.",0,1,1,"N/A","Use centralized identity and authentication system
Secure user access to  existing applications
Define and implement identity and privileged access strategy
Use single sign-on (SSO) for application access","Equivalent
Subset
Superset",Protect,"Use a centralized identity and authentication system to govern organization's identities and authentications for cloud and non-cloud resources. 

In a hybrid environment where you have on-premises applications or non-native cloud applications using legacy authentication, consider solutions such as cloud access security broker (CASB), application proxy, single sign-on (SSO)  to govern the access to these applications for the following benefits:
- Enforce a centralized strong authentication
- Monitor and control risky end-user activities 
- Monitor and remediate risky legacy applications activities
- Detect and prevent sensitive data transmission
N/A

Use single sign-on (SSO) to simplify the user experience for authenticating to resources including applications and data across cloud services and on-premises environments.","Centralize Access Control
Centralize Network Authentication, Authorization, and Auditing (AAA)"
,"IM-2
PA-1
PA-7","PA-1","Users
Data","5
6","Account Management
Access Control Management","05 - Account Management
06 - Access Control Management","5.4
6.8","5.4 - Restrict Administrator Privileges to Dedicated Administrator Accounts
6.8 - Define and Maintain Role-Based Access Control","Privileged Access","Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.
Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.","1
0","1
0",1,"09024ccc-0c5f-475e-9457-b7c0d9ed487b","Protect identity and authentication system
Separate and limit highly privileged/administrative users
Follow just enough administration (least privilege) principle","Subset
Superset",Protect,"Secure your identity and authentication system as a high priority in your organization's cloud security practice. Common security controls include the follow aspects: 
- Restrict privileged roles and accounts
- Require strong authentication for all privileged access
- Monitor and audit high risk activities
Ensure you are identifying all high business impact accounts in your cloud's control plane, management plane, and data/workload plane. Limit the number of privileged/administrative accounts.

Ensure to assign privileged accounts with different roles based on the job functions and distinguish these privileged accounts from the regular accounts used for non-privileged tasks. 
Follow the just enough administration (least privilege) principle to manage the permission at fine-grained level. Use features such as role-based access control (RBAC) to manage  resource access through role assignments.","Restrict Administrator Privileges to Dedicated Administrator Accounts
Define and Maintain Role-Based Access Control"
,"IM-2
PA-1
PA-7","PA-1","Users
Data","5
6","Account Management
Access Control Management","05 - Account Management
06 - Access Control Management","5.4
6.8","5.4 - Restrict Administrator Privileges to Dedicated Administrator Accounts
6.8 - Define and Maintain Role-Based Access Control","Privileged Access","Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.
Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.","1
0","1
0",1,"4f11b553-d42e-4e3a-89be-32ca364cad4c","Protect identity and authentication system
Separate and limit highly privileged/administrative users
Follow just enough administration (least privilege) principle","Subset
Superset",Protect,"Secure your identity and authentication system as a high priority in your organization's cloud security practice. Common security controls include the follow aspects: 
- Restrict privileged roles and accounts
- Require strong authentication for all privileged access
- Monitor and audit high risk activities
Ensure you are identifying all high business impact accounts in your cloud's control plane, management plane, and data/workload plane. Limit the number of privileged/administrative accounts.

Ensure to assign privileged accounts with different roles based on the job functions and distinguish these privileged accounts from the regular accounts used for non-privileged tasks. 
Follow the just enough administration (least privilege) principle to manage the permission at fine-grained level. Use features such as role-based access control (RBAC) to manage  resource access through role assignments.","Restrict Administrator Privileges to Dedicated Administrator Accounts
Define and Maintain Role-Based Access Control"
,"IM-2
PA-1
PA-7","PA-1","Users
Data","5
6","Account Management
Access Control Management","05 - Account Management
06 - Access Control Management","5.4
6.8","5.4 - Restrict Administrator Privileges to Dedicated Administrator Accounts
6.8 - Define and Maintain Role-Based Access Control","Privileged Access","Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.
Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.","1
0","1
0",1,"ebb62a0c-3560-49e1-89ed-27e074e9f8ad","Protect identity and authentication system
Separate and limit highly privileged/administrative users
Follow just enough administration (least privilege) principle","Subset
Superset",Protect,"Secure your identity and authentication system as a high priority in your organization's cloud security practice. Common security controls include the follow aspects: 
- Restrict privileged roles and accounts
- Require strong authentication for all privileged access
- Monitor and audit high risk activities
Ensure you are identifying all high business impact accounts in your cloud's control plane, management plane, and data/workload plane. Limit the number of privileged/administrative accounts.

Ensure to assign privileged accounts with different roles based on the job functions and distinguish these privileged accounts from the regular accounts used for non-privileged tasks. 
Follow the just enough administration (least privilege) principle to manage the permission at fine-grained level. Use features such as role-based access control (RBAC) to manage  resource access through role assignments.","Restrict Administrator Privileges to Dedicated Administrator Accounts
Define and Maintain Role-Based Access Control"
,"IM-2
PA-1
PA-7","PA-1","Users
Data","5
6","Account Management
Access Control Management","05 - Account Management
06 - Access Control Management","5.4
6.8","5.4 - Restrict Administrator Privileges to Dedicated Administrator Accounts
6.8 - Define and Maintain Role-Based Access Control","Privileged Access","Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.
Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.","1
0","1
0",1,"f8456c1c-aa66-4dfb-861a-25d127b775c9","Protect identity and authentication system
Separate and limit highly privileged/administrative users
Follow just enough administration (least privilege) principle","Subset
Superset",Protect,"Secure your identity and authentication system as a high priority in your organization's cloud security practice. Common security controls include the follow aspects: 
- Restrict privileged roles and accounts
- Require strong authentication for all privileged access
- Monitor and audit high risk activities
Ensure you are identifying all high business impact accounts in your cloud's control plane, management plane, and data/workload plane. Limit the number of privileged/administrative accounts.

Ensure to assign privileged accounts with different roles based on the job functions and distinguish these privileged accounts from the regular accounts used for non-privileged tasks. 
Follow the just enough administration (least privilege) principle to manage the permission at fine-grained level. Use features such as role-based access control (RBAC) to manage  resource access through role assignments.","Restrict Administrator Privileges to Dedicated Administrator Accounts
Define and Maintain Role-Based Access Control"
,,"PA-2",,,,,,"N/A","Privileged Access",,,,,"b0f33259-77d7-4c9e-aac6-3aabcfae693c","Avoid standing access for user accounts and permissions",,,,
,"PA-3
PA-8","PA-3",Users,6,"Access Control Management
Access Control Management","06 - Access Control Management
06 - Access Control Management","6.1
6.2","6.1 - Establish an Access Granting Process
6.2 - Establish an Access Revoking Process","Privileged Access","Establish and follow a process, preferably automated, for granting access to enterprise assets upon new hire, rights grant, or role change of a user.
Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trails.",1,1,1,"N/A","Manage identity and access lifecycle
Choose approval process for third-party support

","Subset
Superset",Protect,"Use an automated process or technical control to manage the identity and access lifecycle including the request, review, approval, provision, and provision. 
Establish an approval process and access path for requesting and approving vendor support request and temporary access to your data through a secure channel.","Establish an Access Granting Process
Establish an Access Revoking Process"
